Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;Col_data;Status_23;X_10;Y_10;X;Y;alt;dia_x;dia_y;alt24;dia_x24;dia_y24;Status24;Status_combined;Status_combined2;;Obs24;Obs23
4;D;50;50;E1;40;40;2084;2022;Reprodutivo;0;3;90;93;31;40.1;70;;;;dead;R_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;3;0.5;93;90.5;9.6;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;3;0.5;93;90.5;9.6;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;3;0.5;93;90.5;9.6;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;3;0.5;93;90.5;9.6;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;3;0.5;93;90.5;9.6;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;4.5;2;94.5;92;6.8;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Immature;4.5;2;94.5;92;5;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Reprodutivo;4.5;2;94.5;92;14.2;7.1;7.2;;;;dead;R_dead;old;;;
4;D;50;50;E1;40;40;no tag;2023;Reprodutivo;4.5;2;94.5;92;7.5;5;5;;;;dead;R_dead;old;;;
4;D;50;50;E4;10;40;no tag;2023;Immature;3;7;63;97;5;5;5;;;;dead;I_dead;old;;;
4;D;50;50;E4;10;40;no tag;2023;dead;3;7;63;97;na;na;na;;;;dead;new;new;;;
4;D;50;50;E5;0;40;no tag;2023;Reprodutivo;9;7.5;59;97.5;8;5;5;;;;dead;R_dead;old;;;
4;D;50;50;E5;0;40;2088;2022;Reprodutivo;8;5;58;95;32.9;32.4;51.9;;;;dead;R_dead;old;;;
4;A;0;0;B1;30;40;No tag;2024;new;9;2;39;42;;;;5;5;5;Immature;new;new;;;
4;A;0;0;C1;20;40;No tag;2024;new;1;1;21;41;;;;5;5;5;Immature;new;new;;;
4;A;0;0;C1;20;40;No tag;2024;new;9;6;29;46;;;;10;12;13;Immature;new;new;;;
4;B;50;0;A2;10;40;No tag;2024;new;2.5;7;62.5;47;;;;5;5;5;Immature;new;new;;;
4;B;50;0;D4;30;10;No tag;2024;new;0.5;2.5;80.5;12.5;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A2;0;10;No tag;2024;new;0;0.5;0;60.5;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A4;0;30;No tag;2024;new;4;6;4;86;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A4;0;30;No tag;2024;new;4.5;6;4.5;86;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A4;0;30;No tag;2024;new;8;3.5;8;83.5;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A5;0;40;No tag;2024;new;4;3;4;93;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A3;0;20;No tag;2024;new;3;2.5;3;72.5;;;;5;5;5;Immature;new;new;;;
4;C;0;50;A4;0;30;No tag;2024;new;3;5.5;3;85.5;;;;5;5;5;Immature;new;new;;;
4;C;0;50;B5;10;40;No tag;2024;new;3;7;13;97;;;;5;5;5;Immature;new;new;;;
4;C;0;50;D1;30;0;No tag;2024;new;7.5;10;37.5;60;;;;5;5;5;Immature;new;new;;;
4;C;0;50;E1;40;0;No tag;2024;new;2;3.5;42;53.5;;;;5;5;5;Immature;new;new;;;
5;A;0;0;A1;40;40;2118;2022;dead;0.5;8;40.5;48;39;60.9;51.7;;;;dead;new;new;;Retirou tag;
5;A;0;0;A1;40;40;2117;2022;dead;6;1.5;46;41.5;28.2;47.7;40.9;;;;dead;new;new;;Retirou tag;
5;A;0;0;A3;40;20;2116;2022;Reprodutivo;8;4;48;24;526.5;35.5;43.8;27;45;33;Reprodutivo;R_live;old;;;
5;A;0;0;A5;40;0;2119;2022;dead;1.5;0.5;41.5;0.5;27.3;46;55.5;;;;dead;new;new;;Retirou tag;
5;A;0;0;B1;30;40;2099;2022;dead;8;0;38;40;na;na;na;;;;dead;new;new;;Retirou tag;
5;A;0;0;B1;30;40;no tag;2023;dead;5.5;2;35.5;42;na;na;na;;;;dead;new;new;;;
5;A;0;0;B1;30;40;no tag;2023;Reprodutivo;5.5;2;35.5;42;5.5;5;5;;;;dead;R_dead;old;;;
5;A;0;0;B3;30;20;2115;2022;dead;0.5;0.5;30.5;20.5;na;na;na;;;;dead;new;new;;Retirou tag;
5;A;0;0;B4;30;10;no tag;2023;Reprodutivo;2;2.5;32;12.5;16;9.7;10.1;;;;dead;R_dead;old;;;
5;A;0;0;B5;30;0;2110;2022;Reprodutivo;6;0.5;36;0.5;37;65.7;57.7;37;66;35;Reprodutivo;R_live;old;;;
5;A;0;0;B5;30;0;2111;2022;dead;9;0;39;0;na;na;na;;;;dead;new;new;;Retirou tag;
5;A;0;0;B5;30;0;2113/2114;2022;Reprodutivo;2;5;32;5;37.5;62;29.1;;;;dead;R_dead;old;;;
5;A;0;0;B5;30;0;no tag;2023;Reprodutivo;9.5;2.5;39.5;2.5;18.2;5;5;;;;dead;R_dead;old;;;
5;A;0;0;C2;20;30;2100;2022;Reprodutivo;2;8.5;22;38.5;15;11.1;9.1;;;;dead;R_dead;old;;Retirou tag;
5;A;0;0;C4;20;10;2109;2022;Reprodutivo;4;9.5;24;19.5;31;21.5;22.7;;;;dead;R_dead;old;;Retirou tag;
5;A;0;0;C5;20;0;2108;2022;Reprodutivo;8;1;28;1;43.2;37;73.4;30;45;62;Reprodutivo;R_live;old;;;
5;A;0;0;D4;10;10;2104;2022;dead;5;6.5;15;16.5;37.3;18.4;18.5;;;;dead;new;new;;Retirou tag;
5;A;0;0;D5;10;0;2107;2022;dead;2;1;12;1;19.3;11;8.2;;;;dead;new;new;;Retirou tag;
5;A;0;0;E2;0;30;2102;2022;dead;4;5.5;4;35.5;15;7.1;6.8;;;;dead;new;new;;Tag desse indivíduo foi reutlizada em 2023 para marcar um indivíduo fora da parcela próximo de p3;
5;A;0;0;E3;0;20;2105;2022;dead;6.5;7.5;6.5;27.5;na;na;na;;;;dead;new;new;;Retirou tag;
5;A;0;0;E3;0;20;2103;2022;dead;1.5;6.5;1.5;26.5;26.9;9.6;5;;;;dead;new;new;;Retirou tag;
5;A;0;0;E3;0;20;no tag;2023;Immature;4;1;4;21;5;5;5;;;;dead;I_dead;old;;;
5;A;0;0;E3;0;20;no tag;2023;Immature;5.5;1;5.5;21;5;5;5;;;;dead;I_dead;old;;;
5;A;0;0;E5;0;0;2106;2022;dead;3;4.5;3;4.5;3;47.2;62.8;;;;dead;new;new;;Retirou tag;
5;B;50;0;A1;0;40;no tag;2023;Immature;7.5;5;57.5;45;5;5;5;;;;dead;I_dead;old;;;
5;B;50;0;A4;30;40;no tag;2023;dead;0;8;80;48;na;na;na;;;;dead;new;new;;;
5;B;50;0;A5;40;40;no tag;2023;Immature;0.5;8;90.5;48;5;5;5;;;;dead;I_dead;old;;;
5;B;50;0;B1;0;30;no tag;2023;Reprodutivo;4;5;54;35;14.9;10.1;10;;;;dead;R_dead;old;;;
5;B;50;0;B4;30;30;no tag;2023;dead;4.5;6.5;84.5;36.5;na;na;na;;;;dead;new;new;;;
5;B;50;0;B4;30;30;no tag;2023;Immature;4.5;6.5;84.5;36.5;5;5;5;;;;dead;I_dead;old;;;
5;B;50;0;B4;30;30;no tag;2023;Immature;4.5;6.5;84.5;36.5;5;5;5;;;;dead;I_dead;old;;;
5;B;50;0;C1;0;20;2121;2022;dead;5.5;7;55.5;27;na;na;na;;;;dead;new;new;;Retirou tag;
5;B;50;0;D2;10;10;2124;2022;dead;3;8.5;63;18.5;na;na;na;;;;dead;new;new;;Retirou tag;
5;B;50;0;D2;10;10;no tag;2023;Reprodutivo;1;7;61;17;15.1;11.1;9.1;;;;dead;R_dead;old;;;
5;B;50;0;D3;20;10;2122;2022;dead;1.5;6.5;71.5;16.5;28.3;42.1;54;;;;dead;new;new;;;
5;B;50;0;D3;20;10;no tag;2023;Immature;3;8;73;18;5;5;5;;;;dead;I_dead;old;;;
5;B;50;0;D4;30;10;no tag;2023;dead;6.5;9;86.5;19;na;na;na;;;;dead;new;new;;;
5;B;50;0;D5;40;10;2123;2022;dead;5;3.5;95;13.5;29.2;26.7;23.8;;;;dead;new;new;;Retirou tag;
5;B;50;0;D5;40;10;no tag;2023;Immature;3;3;93;13;5;5;5;;;;dead;I_dead;old;;Retirou tag;
5;B;50;0;E1;0;0;2120;2022;Reprodutivo;6;0.5;56;0.5;36.6;23.3;30;36;25;31;Reprodutivo;R_live;old;;;
5;B;50;0;E5;40;0;no tag;2023;dead;6;1.5;96;1.5;na;na;na;;;;dead;new;new;;;
5;B;50;0;E5;40;0;no tag;2023;Immature;0.5;5;90.5;5;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;A1;0;0;2132;2022;dead;5;9;5;59;na;na;na;;;;dead;new;new;;No tag;
5;C;0;50;A1;0;0;2874;2023;Reprodutivo;9;8;9;58;10.9;7.1;5;17;21;12;Reprodutivo;R_live;old;;Ganhou tag;
5;C;0;50;A1;0;0;no tag;2023;Reprodutivo;9;8;9;58;10.9;7.1;5;;;;dead;R_dead;old;;;
5;C;0;50;A1;0;0;no tag;2023;Reprodutivo;9;8;9;58;10.9;7.1;5;;;;dead;R_dead;old;;;
5;C;0;50;A1;0;0;no tag;2023;Reprodutivo;9;8;9;58;10.9;7.1;5;;;;dead;R_dead;old;;;
5;C;0;50;A1;0;0;no tag;2023;Reprodutivo;9;8;9;58;10.9;7.1;5;;;;dead;R_dead;old;;;
5;C;0;50;A1;0;0;no tag;2023;Reprodutivo;9;8;9;58;10.9;7.1;5;;;;dead;R_dead;old;;;
5;C;0;50;A1;0;0;no tag;2023;Reprodutivo;7;8;7;58;10.1;7;5;;;;dead;R_dead;old;;;
5;C;0;50;A2;0;10;2131;2022;dead;10;4.5;10;64.5;na;na;na;;;;dead;new;new;;Retirou tag;
5;C;0;50;A2;0;10;2129;2022;Reprodutivo;7;10;7;70;47;64.7;79.5;;;;dead;R_dead;old;;;
5;C;0;50;A2;0;10;no tag;2023;Reprodutivo;7;3.5;7;63.5;11;5;5;;;;dead;R_dead;old;;;
5;C;0;50;A4;0;30;no tag;2023;Reprodutivo;9;6;9;86;9.3;5;5;15;10;10;Immature;R_live;old;;;
5;C;0;50;A4;0;30;no tag;2023;Reprodutivo;8;8;8;88;10.1;5;5;15;11;8;Reprodutivo;R_live;old;;;
5;C;0;50;B4;10;30;2065;2022;dead;6.5;8.5;16.5;88.5;na;na;na;;;;dead;new;new;;Retirou tag;
5;C;0;50;C1;20;0;2128;2022;Reprodutivo;8;1;28;51;10.9;17.5;11.8;;;;dead;R_dead;old;;Retirou tag;
5;C;0;50;C1;20;0;no tag;2023;Reprodutivo;6.5;4.5;26.5;54.5;7.4;5;5;;;;dead;R_dead;old;;;
5;C;0;50;C1;20;0;no tag;2023;Immature;6.5;4.5;26.5;54.5;9.2;5.5;7;;;;dead;I_dead;old;;;
5;C;0;50;C2;20;10;2127;2022;dead;1;7;21;67;12;10.4;8;;;;dead;new;new;;Retirou tag;
5;C;0;50;C2;20;10;2130;2022;dead;1;3;21;63;13.4;19.6;9.6;;;;dead;new;new;;Retirou tag;
5;C;0;50;C2;20;10;no tag;2022;Reprodutivo;9;2;29;62;15.8;14;16.8;5;12;7;dead;R_dead;old;;Com rebrota?;
5;C;0;50;C2;20;10;no tag;2023;Immature;6.5;3.5;26.5;63.5;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;C3;20;20;no tag;2023;Immature;7;10;27;80;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;C4;20;30;2126;2022;Reprodutivo;9;9;29;89;16.1;13.6;9.3;;;;dead;R_dead;old;;Retirou tag;
5;C;0;50;C4;20;30;no tag;2023;Immature;8;1;28;81;11.4;5.5;5;;;;dead;I_dead;old;;;
5;C;0;50;C4;20;30;no tag;2023;Immature;7;1.5;27;81.5;5.7;5;5;;;;dead;I_dead;old;;;
5;C;0;50;C5;20;40;2125;2022;Reprodutivo;6.5;5.5;26.5;95.5;40.9;66.8;59.5;46;75;65;Reprodutivo;R_live;old;;;
5;C;0;50;C5;20;40;no tag;2023;Reprodutivo;2.5;6;22.5;96;13.8;12.7;15.9;;;;dead;R_dead;old;;;
5;C;0;50;D1;30;0;no tag;2023;Reprodutivo;4;1;34;51;14.8;6.8;8.9;;;;dead;R_dead;old;;;
5;C;0;50;D2;30;10;no tag;2023;Reprodutivo;5.5;5;35.5;65;13.7;5.8;5.7;;;;dead;R_dead;old;;;
5;C;0;50;D2;30;10;no tag;2023;Immature;3;3;33;63;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;D2;30;10;no tag;2023;Immature;4;9.5;34;69.5;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;D3;30;20;no tag;2023;Reprodutivo;7.5;8;37.5;78;20.3;5;5;;;;dead;R_dead;old;;;
5;C;0;50;D3;30;20;no tag;2023;Reprodutivo;7.5;8;37.5;78;20.3;5;5;;;;dead;R_dead;old;;;
5;C;0;50;D3;30;20;no tag;2023;Immature;7.5;8;37.5;78;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;D3;30;20;no tag;2023;dead;7.5;8;37.5;78;na;na;na;;;;dead;new;new;;;
5;C;0;50;E1;40;0;no tag;2023;Immature;3;5;43;55;13.9;5;5;;;;dead;I_dead;old;;;
5;C;0;50;E3;40;20;no tag;2023;Reprodutivo;3;4.5;43;74.5;17.6;7.3;6.5;;;;dead;R_dead;old;;;
5;C;0;50;E3;40;20;2133;2022;dead;7.5;5;47.5;75;46.3;59.3;47.9;;;;dead;new;new;;;
5;C;0;50;E3;40;20;no tag;2023;Immature;2;9;42;79;5;5;5;;;;dead;I_dead;old;;;
5;C;0;50;E3;40;20;no tag;2023;Reprodutivo;10;3;50;73;15;5;5;;;;dead;R_dead;old;;;
5;C;0;50;E3;40;20;no tag;2023;Reprodutivo;10;3.5;50;73.5;15;5;5;;;;dead;R_dead;old;;;
5;C;0;50;E5;40;40;no tag;2023;Immature;1.4;4.5;41.4;94.5;13.9;5.8;8.5;;;;dead;I_dead;old;;;
5;C;0;50;E5;40;40;no tag;2023;Immature;3;6;43;96;13;5;5;;;;dead;I_dead;old;;;
5;D;50;50;A1;40;0;2137;2022;dead;5;6;95;56;na;na;na;;;;dead;new;new;;;
5;D;50;50;A1;40;0;no tag;2023;Reprodutivo;1.5;3;91.5;53;14.8;5;5;;;;dead;R_dead;old;;;
5;D;50;50;A1;40;0;no tag;2023;Reprodutivo;1.5;3;91.5;53;14.8;5;5;5;5;5;Immature;R_live;old;;;
5;D;50;50;A1;40;0;no tag;2023;Immature;1.5;3;91.5;53;5;5;5;;;;dead;I_dead;old;;;
5;D;50;50;A2;30;0;2140;2022;dead;8;8;88;58;na;na;na;;;;dead;new;new;;;
5;D;50;50;B1;40;10;2138;2022;dead;6;5;96;65;na;na;na;;;;dead;new;new;;;
5;D;50;50;B2;30;10;no tag;2023;Immature;5.5;6.5;85.5;66.5;5;5;5;;;;dead;I_dead;old;;;
5;D;50;50;C1;40;20;2136;2022;Reprodutivo;5.5;2;95.5;72;24.2;21.7;20.4;20;26;24;Reprodutivo;R_live;old;;;
5;D;50;50;C2;30;20;no tag;2023;Immature;5.5;6.5;85.5;76.5;15.2;5.5;5;;;;dead;I_dead;old;;;
5;D;50;50;C3;20;20;2873;2022;Reprodutivo;6;6.5;76;76.5;31.6;16.3;14.7;31;20;26;Reprodutivo;R_live;old;;Ganhou nova tag(#2873);
5;D;50;50;D3;20;30;2134;2022;Reprodutivo;5;5.5;75;85.5;65.2;89.3;89.8;32;40;30;Reprodutivo;R_live;old;;;
5;D;50;50;E1;40;40;no tag;2023;Reprodutivo;4;1.5;94;91.5;6;5;5;;;;dead;R_dead;old;;;
5;D;50;50;E1;40;40;no tag;2023;Immature;1;7.5;91;97.5;5;5;5;;;;dead;I_dead;old;;;
5;D;50;50;E2;30;40;2139;2022;dead;10;4;90;94;21.6;58.9;53.7;;;;dead;new;new;;Tirou tag;
5;A;0;0;B5;30;0;no tag;2024;new;3;7;33;7;;;;5;5;5;Immature;new;new;;;
5;A;0;0;C2;20;30;no tag;2024;new;5;2.5;25;32.5;;;;5;5;5;Immature;new;new;;;
5;A;0;0;D2;10;30;no tag;2024;new;6;6;16;36;;;;5;5;5;Immature;new;new;;;
5;A;0;0;D2;10;30;no tag;2024;new;8;8.5;18;38.5;;;;5;5;5;Immature;new;new;;;
5;A;0;0;E3;0;20;no tag;2024;new;3;9;3;29;;;;5;5;5;Immature;new;new;;;
5;A;0;0;E3;0;20;no tag;2024;new;6;9;6;29;;;;15;10;12;Immature;new;new;;;
5;A;0;0;E4;0;10;no tag;2024;new;9;1.5;9;11.5;;;;13;14;12;Reprodutivo;new;new;;;
5;A;0;0;E5;0;0;no tag;2024;new;9;4.5;9;4.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;D3;20;10;no tag;2024;new;7;8.5;77;18.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;D5;40;10;no tag;2024;new;4;7;94;17;;;;5;5;5;Immature;new;new;;;
5;B;50;0;D5;40;10;no tag;2024;new;4;7.5;94;17.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;E1;0;0;no tag;2024;new;0;0;50;0;;;;5;5;5;Immature;new;new;;;
5;B;50;0;E5;40;0;no tag;2024;new;5;0.5;95;0.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;A2;10;40;no tag;2024;new;0;7;60;47;;;;5;5;5;Immature;new;new;;;
5;B;50;0;A4;30;40;no tag;2024;new;10;6;90;46;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B5;40;30;no tag;2024;new;4;9;94;39;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B4;30;30;no tag;2024;new;1.5;6;81.5;36;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B4;30;30;no tag;2024;new;1.5;6;81.5;36;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B4;30;30;no tag;2024;new;1.5;9;81.5;39;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B3;20;30;no tag;2024;new;5;2;75;32;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B2;10;30;no tag;2024;new;1;0;61;30;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B2;10;30;no tag;2024;new;1;0.5;61;30.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;B2;10;30;no tag;2024;new;2;2;62;32;;;;5;5;5;Immature;new;new;;;
5;B;50;0;C1;0;20;no tag;2024;new;8;5;58;25;;;;5;5;5;Immature;new;new;;;
5;B;50;0;C2;10;20;no tag;2024;new;7;3.5;67;23.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;C2;10;20;no tag;2024;new;4;9.5;64;29.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;C2;10;20;no tag;2024;new;4;9;64;29;;;;5;5;5;Immature;new;new;;;
5;B;50;0;D2;10;10;no tag;2024;new;5.5;7;65.5;17;;;;5;5;5;Immature;new;new;;;
5;B;50;0;D3;20;10;no tag;2024;new;5.5;1.5;75.5;11.5;;;;5;5;5;Immature;new;new;;;
5;B;50;0;D3;20;10;no tag;2024;new;6.5;0.5;76.5;10.5;;;;5;5;5;Immature;new;new;;;
5;C;0;50;A1;0;0;no tag;2024;new;5;0;5;50;;;;5;5;5;Immature;new;new;;;
5;C;0;50;A1;0;0;no tag;2024;new;0;6;0;56;;;;5;5;5;Immature;new;new;;;
5;C;0;50;A1;0;0;no tag;2024;new;8.5;9;8.5;59;;;;5;5;5;Immature;new;new;;;
5;C;0;50;E1;40;0;no tag;2024;new;7;5.5;47;55.5;;;;5;5;5;Immature;new;new;;;
5;C;0;50;E2;40;10;no tag;2024;new;6;6.5;46;66.5;;;;5;5;5;Immature;new;new;;;
5;C;0;50;E2;40;10;no tag;2024;new;4;9;44;69;;;;5;5;5;Immature;new;new;;;
5;C;0;50;E3;40;20;no tag;2024;new;4;0;44;70;;;;5;5;5;Immature;new;new;;;
5;C;0;50;E3;40;20;no tag;2024;new;9;3;49;73;;;;5;5;5;Immature;new;new;;;
5;D;50;50;A1;40;0;no tag;2024;new;6;1;96;51;;;;5;5;5;Immature;new;new;;;
5;D;50;50;A1;40;0;no tag;2024;new;1.5;6;91.5;56;;;;5;5;5;Immature;new;new;;;
5;D;50;50;A3;20;0;no tag;2024;new;1.5;8;71.5;58;;;;5;5;5;Immature;new;new;;;
5;D;50;50;B1;40;10;no tag;2024;new;6.5;0.5;96.5;60.5;;;;5;5;5;Immature;new;new;;;
5;D;50;50;B1;40;10;no tag;2024;new;8;5;98;65;;;;5;5;5;Immature;new;new;;;
5;D;50;50;C1;40;20;no tag;2024;new;1;7.5;91;77.5;;;;5;5;5;Immature;new;new;;;
5;D;50;50;D4;10;30;no tag;2024;new;9;5.5;69;85.5;;;;5;5;5;Immature;new;new;;;
6;A;0;0;B2;30;30;2872;2023;Immature;9.5;0.5;39.5;30.5;13.5;11.3;9.3;20;15;11;Reprodutivo;I_live;old;;Ganhou tag (#2872);
6;A;0;0;C1;20;40;2143;2022;dead;2;4;22;44;na;na;na;;;;dead;new;new;;Retirou tag;
6;A;0;0;D4;10;10;no tag;2023;Immature;1;3;11;13;12.2;5;5;25;21;19;Reprodutivo;I_live;old;;;
6;A;0;0;D4;10;10;no tag;2023;Immature;3;9.8;13;19.8;13.8;5;5;;;;dead;I_dead;old;;;
6;A;0;0;D4;10;10;no tag;2023;Immature;3;9.8;13;19.8;13.8;5;5;;;;dead;I_dead;old;;;
6;A;0;0;D4;10;10;no tag;2023;Immature;5.5;8;15.5;18;5;5;5;;;;dead;I_dead;old;;;
6;A;0;0;E3;0;20;2142;2022;dead;3.5;9.5;3.5;29.5;28.4;32.3;18.5;;;;dead;new;new;;Retirou tag;
6;A;0;0;E3;0;20;no tag;2022;Reprodutivo;4;6;4;26;20.6;20.7;19.8;;;;dead;R_dead;old;;;
6;A;0;0;E4;0;10;no tag;2023;Immature;10;4;10;14;8.7;5;5;;;;dead;I_dead;old;;;
6;B;50;0;A5;40;40;2145;2022;Reprodutivo;8.5;4;98.5;44;28.7;22.7;19.7;;;;dead;R_dead;old;;Retirou tag;
6;B;50;0;B5;40;30;2144;2022;dead;2.5;1;92.5;31;na;na;na;;;;dead;new;new;;;
6;B;50;0;C4;30;20;no tag;2022;immature;1;8;81;28;26.2;21.4;19.3;;;;dead;I_dead;old;;;
6;B;50;0;D3;20;10;no tag;2023;Immature;1;6.5;71;16.5;6.1;5;5;;;;dead;I_dead;old;;;
6;C;0;50;B4;10;30;2150;2022;Reprodutivo;5;10;15;90;35.8;44.2;50;;;;dead;R_dead;old;;;
6;C;0;50;B4;10;30;2148;2022;dead;3;2.5;13;82.5;19;10.3;13.2;;;;dead;new;new;;;
6;C;0;50;B5;10;40;2866;2023;Immature;9;2;19;92;19.2;5;5;22;15;12;Reprodutivo;I_live;old;;Ganhou tag (#2866);
6;C;0;50;C1;20;0;no tag;2023;Immature;5.5;4;25.5;54;7.2;8.28;6.9;;;;dead;I_dead;old;;;
6;C;0;50;D1;30;0;2147;2022;dead;9;6;39;56;5;5;5;;;;dead;new;new;;;
6;C;0;50;D2;30;10;2149;2022;dead;5.5;6;35.5;66;12.9;9.5;19;;;;dead;new;new;;;
6;C;0;50;E2;40;10;2151;2022;dead;2;8;42;68;5;8.7;5.5;;;;dead;new;new;;;
6;C;0;50;E3;40;20;no tag;2022;Reprodutivo;10;3;50;73;21.6;16.2;15.4;;;;dead;R_dead;old;;;
6;D;50;50;C2;30;20;2152;2022;Reprodutivo;7;8.5;87;78.5;24.2;53.2;51.2;;;;dead;R_dead;old;;Retirou tag;
6;D;50;50;C2;30;20;2153;2022;Reprodutivo;1.5;4.5;81.5;74.5;21.6;32.4;35.1;;;;dead;R_dead;old;;Retirou tag;
6;D;50;50;C2;30;20;no tag;2023;Reprodutivo;4;4;84;74;14.3;5;5;;;;dead;R_dead;old;;;
6;D;50;50;C2;30;20;no tag;2023;Reprodutivo;4;4;84;74;14.3;5;5;;;;dead;R_dead;old;;;
6;D;50;50;C3;20;20;no tag;2023;Immature;7.5;7;77.5;77;6.8;5;5;;;;dead;I_dead;old;;;
6;D;50;50;C3;20;20;no tag;2023;Immature;9.5;7.5;79.5;77.5;9;5;5;;;;dead;I_dead;old;;;
6;D;50;50;D3;20;30;2154;2022;dead;1.5;6;71.5;86;5;5;5;;;;dead;new;new;;;
6;D;50;50;D4;10;30;no tag;2023;Immature;5;4;65;84;6.7;6.5;10.5;5;5;5;Reprodutivo;I_live;old;;;
6;D;50;50;E1;40;40;no tag;2022;dead;3;7.5;93;97.5;na;na;na;;;;dead;new;new;;;
6;D;50;50;E1;40;40;no tag;2022;dead;4.5;8;94.5;98;na;na;na;;;;dead;new;new;;;
6;D;50;50;E3;20;40;no tag;2023;Immature;4.5;7.5;74.5;97.5;25.8;37.5;30.1;;;;dead;I_dead;old;;;
6;D;50;50;E3;20;40;no tag;2023;Immature;6.5;6;76.5;96;14.3;13.6;13.3;;;;dead;I_dead;old;;;
6;D;50;50;E3;20;40;no tag;2023;Immature;9.5;5;79.5;95;18.1;19.4;17.5;21;20;12;Reprodutivo;I_live;old;;;
6;D;50;50;E4;10;40;no tag;2023;Immature;1;4.5;61;94.5;10.9;7.7;8;;;;dead;I_dead;old;;;
6;D;50;50;E4;10;40;no tag;2023;Immature;5;3.5;65;93.5;9.79;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E4;10;40;no tag;2023;Immature;3;3.5;63;93.5;7.7;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;8;6.5;58;96.5;7.25;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;8;6.5;58;96.5;7.25;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;9.5;8.5;59.5;98.5;7.5;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;9.5;8.5;59.5;98.5;7.5;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;9.5;8.5;59.5;98.5;14.3;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;9.5;8.5;59.5;98.5;19.8;11;7.9;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;7;0;57;90;4.4;5;5;5;5;5;dead;I_dead;old;;Individíduo com rebrota;
6;D;50;50;E5;0;40;no tag;2023;Immature;7;2;57;92;5.5;5;5;5;5;5;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;8.5;2;58.5;92;10.9;5;5;;;;dead;I_dead;old;;;
6;D;50;50;E5;0;40;no tag;2023;Immature;9;9.5;59;99.5;16.9;6.8;9.1;;;;dead;I_dead;old;;;
6;D;50;50;D2;30;30;no tag;2024;new;3.5;8;83.5;88;;;;5;5;5;Immature;new;new;;;
6;D;50;50;E5;0;40;no tag;2024;new;8;4;58;94;;;;5;5;5;Immature;new;new;;;
6;D;50;50;E5;0;40;no tag;2024;new;4;4.5;54;94.5;;;;5;5;5;Immature;new;new;;;
6;A;0;0;A1;40;40;no tag;2024;new;7;1;47;41;;;;5;5;5;Immature;new;new;;;
6;A;0;0;C1;20;40;no tag;2024;new;7;4;27;44;;;;5;5;5;Immature;new;new;;;
6;A;0;0;D5;10;0;no tag;2024;new;7;5;17;5;;;;5;5;5;Immature;new;new;;;
